timestamp,open,high,low,close,volume
2023-12-01,0.60642,0.61446,0.60365,0.61285,4910088.54230975
2023-12-02,0.61285,0.62268,0.61129,0.62121,6551951.68755181
2023-12-03,0.62151,0.63382,0.6174,0.62347,8213439.93397864
2023-12-04,0.6232,0.64388,0.585,0.6245,20623055.30559511
2023-12-05,0.62451,0.63,0.60815,0.62109,7702151.57692086
2023-12-06,0.62122,0.64367,0.61123,0.64022,15118339.15274415
2023-12-07,0.64004,0.654,0.62231,0.64339,14292675.72178334
2023-12-08,0.64351,0.67575,0.63821,0.67264,16744278.02031911
2023-12-09,0.67217,0.70006,0.65275,0.65869,20172998.33751483
2023-12-10,0.65965,0.671,0.64732,0.66175,11498642.99610326
2023-12-11,0.66177,0.66276,0.60108,0.6185,21660684.09997229
2023-12-12,0.61851,0.62573,0.60683,0.619,9440044.85873036
2023-12-13,0.61919,0.63493,0.5934,0.62717,13592986.65384561
2023-12-14,0.62802,0.63782,0.60554,0.63172,9047333.43926448
2023-12-15,0.63141,0.64388,0.613,0.61538,12039850.61943289
2023-12-16,0.6155,0.62481,0.61088,0.61988,3283180.46092446
2023-12-17,0.62037,0.62273,0.60821,0.61001,3788155.82418828
2023-12-18,0.60976,0.61431,0.57814,0.61229,12205029.17021086
2023-12-19,0.6123,0.61633,0.59737,0.60506,5780654.30383695
2023-12-20,0.60434,0.62634,0.60175,0.6172,8992574.58370402
2023-12-21,0.6166,0.62478,0.61024,0.62412,10355877.49560781
2023-12-22,0.62421,0.63099,0.61573,0.62523,7558596.43587056
2023-12-23,0.62525,0.62527,0.6115,0.61966,7574446.77717002
2023-12-24,0.61966,0.63146,0.60554,0.61245,15006846.70805543
2023-12-25,0.61288,0.64839,0.60908,0.64624,18360445.05179971
2023-12-26,0.64624,0.6468,0.59541,0.62238,18446527.82816316
2023-12-27,0.62237,0.64309,0.6131,0.63455,13444891.65598232
2023-12-28,0.63493,0.65782,0.62541,0.63512,20127215.56268208
2023-12-29,0.63562,0.63679,0.6123,0.62326,11680155.02414409
2023-12-30,0.623,0.62946,0.61643,0.62066,9195184.5439102
2023-12-31,0.62058,0.62762,0.6063,0.61458,5129628.65119801
2024-01-01,0.615,0.63118,0.60786,0.62968,7073603.963705
2024-01-02,0.62969,0.64,0.62187,0.62461,10843095.01748708
2024-01-03,0.62462,0.6394,0.45411,0.58252,39632425.1845478
2024-01-04,0.5828,0.59428,0.57025,0.58721,11780504.81615529
