timestamp,open,high,low,close,volume
2023-12-01,0.0834161,0.0850429,0.0823005,0.0838723,43427777.19087494
2023-12-02,0.0838509,0.0866326,0.0833186,0.0861725,37982012.69672222
2023-12-03,0.086194,0.08742,0.0837209,0.0857258,54955606.49537622
2023-12-04,0.0857257,0.0926001,0.0852,0.09192,148405429.56743088
2023-12-05,0.0919494,0.0957163,0.0876,0.0943619,129673496.56490858
2023-12-06,0.09442,0.106986,0.0935,0.094847,299962903.3393967
2023-12-07,0.0948998,0.0985063,0.0911709,0.0959,131088639.60827368
2023-12-08,0.095956,0.1038248,0.0956536,0.1016398,109530598.4377229
2023-12-09,0.1016399,0.1049591,0.0975,0.0984864,101834238.49988581
2023-12-10,0.0985944,0.10286,0.0968084,0.101852,68604927.70990175
2023-12-11,0.101852,0.1074516,0.0907615,0.0941431,241225583.70700458
2023-12-12,0.0941447,0.09801,0.0911942,0.0937643,98464561.74442847
2023-12-13,0.0937822,0.0975,0.0898236,0.096407,90940167.0555422
2023-12-14,0.0965477,0.0988313,0.0931611,0.0983451,93794721.23692937
2023-12-15,0.0983477,0.0990462,0.0925002,0.092956,79053462.2493238
2023-12-16,0.0930256,0.0972148,0.0915884,0.0971298,29823222.0674848
2023-12-17,0.0970959,0.097757,0.0922847,0.0928495,24425946.97212129
2023-12-18,0.0928627,0.093712,0.086405,0.0920005,65731598.36714441
2023-12-19,0.0921179,0.0934004,0.0893,0.0902267,41675861.37313499
2023-12-20,0.0901665,0.0933313,0.0895242,0.0914001,37262966.3777172
2023-12-21,0.0914561,0.0984883,0.0906397,0.0949842,119907364.47282453
2023-12-22,0.0950315,0.0955684,0.0919085,0.095051,72680194.52754489
2023-12-23,0.0949647,0.094986,0.0921807,0.0934827,42013603.31588793
2023-12-24,0.0934827,0.0949267,0.0905,0.0917578,59492725.74265866
2023-12-25,0.0917518,0.09535,0.0914189,0.0942901,39270930.13270201
2023-12-26,0.094374,0.0944188,0.0868764,0.0913416,62254650.70335572
2023-12-27,0.0913802,0.0939521,0.0896,0.0934413,44241758.51257302
2023-12-28,0.0937555,0.0949812,0.0911411,0.0918243,45658944.18006298
2023-12-29,0.0918487,0.0930912,0.0886363,0.090984,35627339.60036253
2023-12-30,0.0909254,0.0913099,0.0892609,0.0901037,22017921.90379003
2023-12-31,0.0901037,0.0908418,0.0880833,0.0894535,24762175.80699184
2024-01-01,0.0894535,0.092,0.0885041,0.0919499,32470538.84893324
