timestamp,open,high,low,close,volume
2023-12-01,0.375871,0.385699,0.3739,0.383915,13810366.80291688
2023-12-02,0.384314,0.398142,0.382913,0.398001,9084349.29827546
2023-12-03,0.398,0.403097,0.387719,0.394822,6567681.74623689
2023-12-04,0.395045,0.415,0.393099,0.406847,28101492.60293325
2023-12-05,0.406928,0.425881,0.3971,0.425799,17510962.76563191
2023-12-06,0.425663,0.454997,0.41674,0.442386,19391242.23780178
2023-12-07,0.44295,0.4594,0.431799,0.456155,15171340.6769424
2023-12-08,0.456629,0.572986,0.452699,0.545402,50452865.39737286
2023-12-09,0.546211,0.647402,0.544236,0.578779,41707536.0396736
2023-12-10,0.579308,0.614487,0.57,0.594645,17712942.13207218
2023-12-11,0.595181,0.598166,0.52,0.551241,31899614.7529134
2023-12-12,0.551012,0.606759,0.551012,0.578306,25713409.92312343
2023-12-13,0.578325,0.680274,0.542641,0.667149,29677566.25753369
2023-12-14,0.667645,0.679488,0.612,0.644227,18559581.78437298
2023-12-15,0.643653,0.653969,0.600073,0.600668,14337631.75769079
2023-12-16,0.600206,0.624973,0.586996,0.607943,8192492.22151741
2023-12-17,0.607943,0.617406,0.577075,0.580028,7687222.59002125
2023-12-18,0.580323,0.602613,0.545,0.602613,12392347.95206284
2023-12-19,0.602626,0.616684,0.566475,0.576609,10262331.8403491
2023-12-20,0.576256,0.61,0.56889,0.589754,9462590.10341411
2023-12-21,0.589089,0.639296,0.581761,0.635392,14245951.72859852
2023-12-22,0.635866,0.651267,0.605444,0.623224,13677221.86241873
2023-12-23,0.623111,0.623439,0.5971,0.612719,7275230.44647706
2023-12-24,0.612611,0.628657,0.585,0.592198,14546707.5677599
2023-12-25,0.59193,0.63506,0.59,0.624042,9406729.21771798
2023-12-26,0.624859,0.627195,0.564014,0.608483,18352387.35945681
2023-12-27,0.609201,0.643204,0.584146,0.633766,15115476.93398754
2023-12-28,0.633162,0.676856,0.610346,0.616568,20557333.80626674
2023-12-29,0.617424,0.625998,0.592,0.608525,10046624.82229649
2023-12-30,0.608213,0.613434,0.5935,0.600758,5432233.79438126
2023-12-31,0.601675,0.610262,0.580834,0.594148,6123461.00168103
2024-01-01,0.593873,0.62353,0.590758,0.622753,5442214.98829888
2024-01-02,0.623529,0.637184,0.602503,0.60486,8599439.7865338
2024-01-03,0.605492,0.618626,0.520006,0.557302,19259636.72284429
2024-01-04,0.557558,0.579461,0.549955,0.570307,7250994.18724216
2024-01-05,0.570308,0.572754,0.5225,0.541905,11338130.29597232
2024-01-06,0.541675,0.542908,0.507846,0.522999,8904819.7904815
2024-01-07,0.522231,0.530324,0.488,0.493908,6965508.86854455
2024-01-08,0.49441,0.544649,0.465,0.541686,14961107.65856644
2024-01-09,0.541799,0.543551,0.496294,0.512112,7787029.81967796
2024-01-10,0.512351,0.5898,0.487311,0.565659,16218363.6900159
2024-01-11,0.565839,0.618389,0.56064,0.582044,18791790.32302053
2024-01-12,0.582388,0.588745,0.526876,0.548063,10236913.11693296
2024-01-13,0.547784,0.553225,0.531101,0.548806,4559601.93263803
2024-01-14,0.549,0.549647,0.523041,0.525259,4928989.38192317
2024-01-15,0.5246,0.541343,0.521229,0.528198,4621637.40299714
2024-01-16,0.527641,0.54796,0.525406,0.535682,5098563.6271683
2024-01-17,0.536,0.539315,0.520554,0.527868,4014728.44032062
2024-01-18,0.527869,0.527872,0.495859,0.501527,8650583.41775989
2024-01-19,0.501811,0.504417,0.471395,0.504405,10138686.766494
2024-01-20,0.503828,0.51743,0.498184,0.515932,3310583.26263079
2024-01-21,0.51593,0.519897,0.502199,0.502474,6734241.25900741
2024-01-22,0.502387,0.505414,0.47605,0.477978,7092530.22095554
2024-01-23,0.477844,0.485318,0.447821,0.477024,8829756.26961749
2024-01-24,0.476357,0.48,0.463916,0.476545,4422540.76063869
2024-01-25,0.476486,0.486109,0.458973,0.466357,9247415.67424078
2024-01-26,0.466267,0.490225,0.463164,0.484743,4490424.61715519
2024-01-27,0.485201,0.489712,0.475296,0.486396,1447290.19036614
2024-01-28,0.486396,0.500922,0.483301,0.49,4316497.1159373
2024-01-29,0.49,0.528297,0.484559,0.525973,7407874.19148461
2024-01-30,0.525974,0.536398,0.512626,0.513896,6243116.07808093
2024-01-31,0.513895,0.519729,0.493625,0.497061,6780638.1079643
2024-02-01,0.497378,0.507952,0.485362,0.507449,5907522.04924845
2024-02-02,0.507748,0.524045,0.503957,0.513857,4762774.11750107
2024-02-03,0.514765,0.525591,0.511575,0.512126,1649090.15004849
2024-02-04,0.512465,0.512465,0.493327,0.493327,2504973.63884711
